0.00, 1, 0, 0, 0, 0, 0.0
0.95, 1, 0, 0.0, 0.0, 0, 0.0
 
0.96, 1, 0, 0.0, 0.0, 0, 0.0
 
0.97, 1, 0, 0.0, 0.0, 0, 0.0
 
0.98, 1, 0, 0.0, 0.0, 0, 0.0
 
1.00, 1, 0, 0.0, 0.0, 0, 0.0
 
1.01, 1, 0, 0.0, 100.0, 0, 0.0
 
1.02, 1, 0, 100.0, 100.0, 0, 0.0
 
1.03, 1, 0, 0.0, 100.0, 0, 0.0
 
1.04, 1, 0, 100.0, 100.0, 0, 0.0
 
1.05, 1, 0.04937291145324707, 0.0, 100.0, 0, 0.0
 
1.06, 2, 0.04937291145324707, 100.0, 0.0, 0, 0.0
 
1.07, 2, 0.04658985137939453, 100.0, 200.0, 0, 0.0
 
1.08, 2, 0.04658985137939453, 100.0, 200.0, 0, 64.0
 
1.10, 2, 0.03426194190979004, 0.0, 200.0, 0, 0.0
 
1.11, 2, 0.032032012939453125, 100.0, 200.0, 0, 0.0
 
1.12, 4, 0.03741192817687988, 100.0, 200.0, 0, 0.0
 
1.13, 4, 0.036741018295288086, 100.0, 400.0, 0, 0.0
 
1.14, 4, 0.024654865264892578, 100.0, 400.0, 0, 1000.0
 
1.15, 4, 0.029466867446899414, 300.0, 400.0, 0, 0.0
 
1.16, 4, 0.03697609901428223, 100.0, 200.0, 0, 0.0
 
1.18, 8, 0.02930593490600586, 700.0, 400.0, 0, 2000.0
 
1.19, 8, 0.02930593490600586, 700.0, 800.0, 0, 0.0
 
1.20, 8, 0.025980234146118164, 0.0, 500.0, 0, 0.0
 
1.21, 8, 0.028267860412597656, 400.0, 600.0, 0, 64.0
 
1.22, 8, 0.031354665756225586, 400.0, 700.0, 0, 0.0
 
1.23, 11.5, 0.02690601348876953, 200.0, 700.0, 0, 1064.0
 
1.25, 11.5, 0.0376591682434082, 1000.0, 1200.0, 0, 0.0
 
1.26, 11.5, 0.0283658504486084, 500.0, 1000.0, 0, 1000.0
 
1.27, 11.5, 0.03513193130493164, 700.0, 1200.0, 0, 128.0
 
1.28, 11.5, 0.02592778205871582, 300.0, 900.0, 0, 0.0
 
1.29, 13.25, 0.028426170349121094, 1000.0, 1400.0, 0, 128.0
 
1.30, 13.25, 0.034245967864990234, 200.0, 1100.0, 0, 64.0
 
1.31, 13.25, 0.0274660587310791, 1000.0, 1200.0, 0, 0.0
 
1.33, 13.25, 0.0289151668548584, 300.0, 1300.0, 0, 0.0
 
1.34, 14.125, 0.027194738388061523, 1100.0, 1500.0, 0, 2000.0
 
1.35, 14.125, 0.027101993560791016, 400.0, 1500.0, 0, 64.0
 
1.36, 14.125, 0.02651381492614746, 500.0, 1200.0, 0, 0.0
 
1.37, 14.125, 0.02855086326599121, 500.0, 1200.0, 0, 0.0
 
1.39, 14.125, 0.027521848678588867, 500.0, 1500.0, 0, 2000.0
 
1.40, 14.5625, 0.030703067779541016, 1000.0, 1500.0, 0, 1000.0
 
1.41, 14.5625, 0.034739017486572266, 100.0, 1200.0, 0, 128.0
 
1.42, 14.5625, 0.024904966354370117, 1100.0, 1300.0, 0, 0.0
 
1.43, 14.5625, 0.032155752182006836, 400.0, 1300.0, 0, 0.0
 
1.44, 14.78125, 0.028448104858398438, 400.0, 1300.0, 0, 1000.0
 
1.46, 14.78125, 0.028184890747070312, 900.0, 1400.0, 0, 0.0
 
1.47, 14.78125, 0.028481721878051758, 700.0, 1200.0, 0, 0.0
 
1.48, 14.78125, 0.03085494041442871, 700.0, 1500.0, 0, 0.0
 
1.49, 14.78125, 0.02954697608947754, 800.0, 1300.0, 0, 2064.0
 
1.51, 14.890625, 0.029614686965942383, 900.0, 1500.0, 0, 0.0
 
1.52, 14.890625, 0.03362894058227539, 200.0, 1000.0, 0, 64.0
 
1.53, 14.890625, 0.029817819595336914, 1100.0, 1400.0, 0, 0.0
 
1.54, 14.890625, 0.031649112701416016, 400.0, 1400.0, 0, 0.0
 
1.55, 14.9453125, 0.028989076614379883, 800.0, 1300.0, 0, 0.0
 
1.57, 14.9453125, 0.02943110466003418, 800.0, 1300.0, 0, 64.0
 
1.58, 14.9453125, 0.028225183486938477, 600.0, 1500.0, 0, 4000.0
 
1.59, 14.9453125, 0.02757096290588379, 800.0, 1400.0, 0, 64.0
 
1.60, 14.9453125, 0.027008056640625, 600.0, 1000.0, 0, 1000.0
 
1.61, 14.97265625, 0.02750992774963379, 400.0, 1400.0, 0, 0.0
 
1.62, 14.97265625, 0.0326237678527832, 1100.0, 1300.0, 0, 1000.0
 
1.64, 14.97265625, 0.025249958038330078, 200.0, 1400.0, 0, 0.0
 
1.65, 14.97265625, 0.032518863677978516, 1200.0, 1400.0, 0, 0.0
 
1.66, 14.986328125, 0.028758764266967773, 200.0, 1500.0, 0, 0.0
 
1.67, 14.986328125, 0.03278088569641113, 800.0, 1500.0, 0, 0.0
 
1.68, 14.986328125, 0.027178049087524414, 700.0, 1500.0, 0, 3000.0
 
1.70, 14.986328125, 0.029091835021972656, 700.0, 1400.0, 0, 64.0
 
1.71, 14.9931640625, 0.026925086975097656, 800.0, 1200.0, 0, 1128.0
 
1.72, 14.9931640625, 0.029660940170288086, 200.0, 1300.0, 0, 1000.0
 
1.73, 14.9931640625, 0.027098894119262695, 1200.0, 1300.0, 0, 0.0
 
1.74, 14.9931640625, 0.025583267211914062, 100.0, 1500.0, 0, 3000.0
 
1.75, 14.9931640625, 0.028529882431030273, 1100.0, 1000.0, 0, 0.0
 
1.77, 14.99658203125, 0.026144027709960938, 400.0, 1300.0, 0, 0.0
 
1.78, 14.99658203125, 0.028816699981689453, 800.0, 1500.0, 0, 64.0
 
1.79, 14.99658203125, 0.0264892578125, 700.0, 1100.0, 0, 0.0
 
1.80, 14.99658203125, 0.024892091751098633, 500.0, 1400.0, 0, 3064.0
 
1.81, 14.99658203125, 0.03325700759887695, 1000.0, 1100.0, 0, 64.0
 
1.82, 14.998291015625, 0.023261070251464844, 200.0, 1300.0, 0, 1000.0
 
1.83, 14.998291015625, 0.025610923767089844, 1000.0, 1200.0, 0, 0.0
 
1.84, 14.998291015625, 0.02549004554748535, 400.0, 1500.0, 0, 1000.0
 
1.86, 14.998291015625, 0.02538132667541504, 800.0, 1500.0, 0, 0.0
 
1.87, 14.998291015625, 0.02620697021484375, 600.0, 1300.0, 0, 1000.0
 
1.88, 14.9991455078125, 0.02880263328552246, 500.0, 1400.0, 0, 0.0
 
1.89, 14.9991455078125, 0.037355899810791016, 1000.0, 1200.0, 0, 0.0
 
1.90, 14.9991455078125, 0.02822589874267578, 300.0, 1400.0, 0, 1000.0
 
1.92, 14.9991455078125, 0.02855396270751953, 900.0, 1400.0, 0, 0.0
 
1.93, 14.99957275390625, 0.027735233306884766, 400.0, 1200.0, 0, 64.0
 
1.94, 14.99957275390625, 0.026621103286743164, 700.0, 1200.0, 0, 1000.0
 
1.95, 14.99957275390625, 0.03471064567565918, 700.0, 1200.0, 0, 64.0
 
1.96, 14.99957275390625, 0.026272058486938477, 500.0, 1100.0, 0, 1000.0
 
1.97, 14.99957275390625, 0.03248023986816406, 900.0, 1400.0, 0, 64.0
 
1.98, 14.999786376953125, 0.02907705307006836, 400.0, 1300.0, 0, 1000.0
 
2.00, 14.999786376953125, 0.030369997024536133, 900.0, 1400.0, 0, 64.0
 
2.01, 14.999786376953125, 0.028393983840942383, 500.0, 1200.0, 0, 1000.0
 
2.02, 14.999786376953125, 0.027106046676635742, 800.0, 1400.0, 0, 128.0
 
2.03, 14.999786376953125, 0.02565598487854004, 500.0, 1000.0, 0, 192.0
 
2.04, 14.999893188476562, 0.029542922973632812, 900.0, 1300.0, 0, 0.0
 
2.05, 14.999893188476562, 0.025113821029663086, 500.0, 1500.0, 0, 0.0
 
2.06, 14.999893188476562, 0.027119159698486328, 700.0, 1100.0, 0, 0.0
 
2.08, 14.999893188476562, 0.025852203369140625, 800.0, 1300.0, 0, 128.0
 
2.09, 14.999893188476562, 0.027682781219482422, 600.0, 1200.0, 0, 1000.0
 
2.10, 14.999946594238281, 0.025072336196899414, 800.0, 1400.0, 0, 64.0
 
2.11, 14.999946594238281, 0.02570796012878418, 500.0, 1400.0, 0, 64.0
 
2.12, 14.999946594238281, 0.027083873748779297, 800.0, 1200.0, 0, 64.0
 
2.13, 14.999946594238281, 0.026601791381835938, 700.0, 1400.0, 0, 0.0
 
2.15, 14.99997329711914, 0.026403188705444336, 700.0, 1500.0, 0, 1064.0
 
2.16, 14.99997329711914, 0.028834819793701172, 600.0, 1200.0, 0, 0.0
 
2.17, 14.99997329711914, 0.026150941848754883, 600.0, 1300.0, 0, 1000.0
 
2.18, 14.99997329711914, 0.028076171875, 800.0, 1300.0, 0, 0.0
 
2.19, 14.99997329711914, 0.02683424949645996, 500.0, 1500.0, 0, 1000.0
 
2.20, 14.99998664855957, 0.02809309959411621, 800.0, 1200.0, 0, 1000.0
 
2.22, 14.99998664855957, 0.027873992919921875, 500.0, 1300.0, 0, 0.0
 
2.23, 14.99998664855957, 0.025299072265625, 800.0, 1400.0, 0, 64.0
 
2.24, 14.99998664855957, 0.02662181854248047, 500.0, 1100.0, 0, 1000.0
 
2.25, 14.999993324279785, 0.026770830154418945, 800.0, 1500.0, 0, 1000.0
 
2.27, 14.999993324279785, 0.02865910530090332, 700.0, 1500.0, 0, 1384.0
 
2.28, 14.999993324279785, 0.03521418571472168, 600.0, 1200.0, 0, 1256.0
 
2.29, 14.999993324279785, 0.03870511054992676, 200.0, 400.0, 0, 3064.0
 
2.31, 14.999996662139893, 0.04627823829650879, 700.0, 1300.0, 0, 4192.0
 
2.32, 14.999996662139893, 0.035970211029052734, 400.0, 600.0, 0, 128.0
 
2.33, 14.999996662139893, 0.04268598556518555, 200.0, 900.0, 0, 1000.0
 
2.34, 14.999996662139893, 0.03434491157531738, 800.0, 1500.0, 0, 1000.0
 
2.35, 14.999996662139893, 0.04079318046569824, 500.0, 1500.0, 0, 0.0
 
2.36, 14.999998331069946, 0.026871204376220703, 400.0, 1100.0, 0, 1000.0
 
2.37, 14.999998331069946, 0.02974414825439453, 800.0, 1400.0, 0, 0.0
 
2.39, 14.999998331069946, 0.03078603744506836, 600.0, 1200.0, 0, 0.0
 
2.40, 14.999998331069946, 0.027651071548461914, 800.0, 900.0, 0, 1000.0
 
2.41, 14.999998331069946, 0.030244112014770508, 400.0, 1200.0, 0, 64.0
 
2.42, 14.999999165534973, 0.030064821243286133, 500.0, 1100.0, 0, 64.0
 
2.43, 14.999999165534973, 0.03012394905090332, 900.0, 1100.0, 0, 0.0
 
2.44, 14.999999165534973, 0.02891397476196289, 400.0, 1100.0, 0, 0.0
 
2.45, 14.999999165534973, 0.027193069458007812, 900.0, 1500.0, 0, 1064.0
 
2.47, 14.999999582767487, 0.029282808303833008, 400.0, 1400.0, 0, 64.0
 
2.48, 14.999999582767487, 0.027163028717041016, 700.0, 1100.0, 0, 2064.0
 
2.49, 14.999999582767487, 0.026221275329589844, 800.0, 1100.0, 0, 0.0
 
2.50, 14.999999582767487, 0.024505138397216797, 800.0, 1600.0, 0, 64.0
 
2.51, 14.999999582767487, 0.028789997100830078, 900.0, 1200.0, 0, 0.0
 
2.52, 14.999999791383743, 0.02789902687072754, 400.0, 1300.0, 0, 64.0
 
2.54, 14.999999791383743, 0.028422832489013672, 1000.0, 1400.0, 0, 64.0
 
2.55, 14.999999791383743, 0.027817964553833008, 300.0, 1300.0, 0, 64.0
 
2.56, 14.999999791383743, 0.02497410774230957, 300.0, 1600.0, 0, 1000.0
 
2.57, 14.999999791383743, 0.02600693702697754, 1000.0, 1300.0, 0, 0.0
 
2.58, 14.999999895691872, 0.02434706687927246, 500.0, 1200.0, 0, 2000.0
 
2.59, 14.999999895691872, 0.026734113693237305, 700.0, 1400.0, 0, 0.0
 
2.60, 14.999999895691872, 0.025044918060302734, 400.0, 1200.0, 0, 0.0
 
2.62, 14.999999895691872, 0.024942874908447266, 400.0, 1300.0, 0, 256.0
 
2.63, 14.999999947845936, 0.027333974838256836, 300.0, 1400.0, 0, 3064.0
 
2.64, 14.999999947845936, 0.02798175811767578, 900.0, 1500.0, 0, 0.0
 
2.65, 14.999999947845936, 0.0255429744720459, 500.0, 1100.0, 0, 64.0
 
2.66, 14.999999947845936, 0.028607845306396484, 900.0, 1300.0, 0, 0.0
 
2.68, 14.999999947845936, 0.028980255126953125, 900.0, 1500.0, 0, 0.0
 
2.69, 14.999999973922968, 0.027470111846923828, 600.0, 1300.0, 0, 2000.0
 
2.70, 14.999999973922968, 0.02836012840270996, 700.0, 1400.0, 0, 64.0
 
2.71, 14.999999973922968, 0.0258939266204834, 500.0, 1400.0, 0, 64.0
 
2.73, 14.999999973922968, 0.028921127319335938, 500.0, 1400.0, 0, 0.0
 
2.74, 14.999999986961484, 0.025620222091674805, 900.0, 1300.0, 0, 1000.0
 
2.75, 14.999999986961484, 0.02672719955444336, 800.0, 1400.0, 0, 64.0
 
2.76, 14.999999986961484, 0.02935481071472168, 800.0, 1200.0, 0, 64.0
 
2.77, 14.999999986961484, 0.02440500259399414, 900.0, 1400.0, 0, 0.0
 
2.78, 14.999999986961484, 0.027296066284179688, 500.0, 1300.0, 0, 0.0
 
2.80, 14.999999993480742, 0.027949094772338867, 700.0, 1300.0, 0, 4128.0
 
2.81, 14.999999993480742, 0.02883005142211914, 700.0, 900.0, 0, 0.0
 
2.82, 14.999999993480742, 0.026495933532714844, 200.0, 1400.0, 0, 1000.0
 
2.83, 14.999999993480742, 0.028903961181640625, 1100.0, 1500.0, 0, 0.0
 
2.84, 14.999999996740371, 0.029071807861328125, 300.0, 1300.0, 0, 0.0
 
2.85, 14.999999996740371, 0.027113914489746094, 800.0, 1300.0, 0, 1128.0
 
2.87, 14.999999996740371, 0.03197598457336426, 600.0, 1100.0, 0, 0.0
 
2.88, 14.999999996740371, 0.02838897705078125, 300.0, 1400.0, 0, 64.0
 
2.89, 14.999999996740371, 0.028301239013671875, 1100.0, 1400.0, 0, 0.0
 
2.90, 14.999999998370185, 0.02688908576965332, 200.0, 1300.0, 0, 2000.0
 
2.91, 14.999999998370185, 0.026999950408935547, 800.0, 1300.0, 0, 2000.0
 
2.92, 14.999999998370185, 0.033783912658691406, 600.0, 1100.0, 0, 0.0
 
2.94, 14.999999998370185, 0.02694392204284668, 600.0, 1200.0, 0, 2000.0
 
2.95, 14.999999999185093, 0.03390097618103027, 900.0, 1100.0, 0, 64.0
 
2.96, 14.999999999185093, 0.028421878814697266, 100.0, 1500.0, 0, 3000.0
 
2.97, 14.999999999185093, 0.0265352725982666, 1200.0, 1100.0, 0, 128.0
 
2.98, 14.999999999185093, 0.03479313850402832, 200.0, 1000.0, 0, 0.0
 
2.99, 14.999999999185093, 0.030968904495239258, 800.0, 1200.0, 0, 3064.0
 
3.00, 14.999999999592546, 0.028018951416015625, 700.0, 1000.0, 0, 64.0
 
3.01, 14.999999999592546, 0.028985977172851562, 100.0, 900.0, 0, 4000.0
 
3.03, 14.999999999592546, 0.031171798706054688, 1100.0, 1500.0, 0, 64.0
 
3.04, 14.999999999592546, 0.03998970985412598, 300.0, 1100.0, 0, 64.0
 
3.05, 14.999999999592546, 0.02775406837463379, 800.0, 1400.0, 0, 1000.0
 
3.06, 14.999999999796273, 0.03610110282897949, 700.0, 1300.0, 0, 0.0
 
3.07, 14.999999999796273, 0.023425817489624023, 400.0, 1200.0, 0, 2000.0
 
3.08, 14.999999999796273, 0.026000022888183594, 1100.0, 1400.0, 0, 0.0
 
3.10, 14.999999999796273, 0.02656269073486328, 100.0, 1000.0, 0, 1000.0
 
3.11, 14.999999999796273, 0.02758002281188965, 1100.0, 1500.0, 0, 64.0
 
3.12, 14.999999999898137, 0.02841806411743164, 300.0, 1300.0, 0, 0.0
 
3.13, 14.999999999898137, 0.029605865478515625, 1000.0, 1400.0, 0, 128.0
 
3.14, 14.999999999898137, 0.02776312828063965, 500.0, 1400.0, 0, 0.0
 
3.15, 14.999999999898137, 0.025256872177124023, 700.0, 1400.0, 0, 2000.0
 
3.16, 14.999999999949068, 0.026749849319458008, 800.0, 1100.0, 0, 64.0
 
3.18, 14.999999999949068, 0.027431964874267578, 400.0, 1100.0, 0, 1000.0
 
3.19, 14.999999999949068, 0.027187824249267578, 400.0, 1500.0, 0, 1000.0
 
3.20, 14.999999999949068, 0.028090953826904297, 1100.0, 1400.0, 0, 0.0
 
3.21, 14.999999999949068, 0.03171491622924805, 200.0, 1300.0, 0, 0.0
 
3.22, 14.999999999974534, 0.02767777442932129, 1000.0, 1100.0, 0, 0.0
 
3.23, 14.999999999974534, 0.02626204490661621, 600.0, 1200.0, 0, 3000.0
 
3.24, 14.999999999974534, 0.025360822677612305, 900.0, 1400.0, 0, 0.0
 
3.26, 14.999999999974534, 0.026502132415771484, 200.0, 1200.0, 0, 64.0
 
3.27, 14.999999999974534, 0.027298927307128906, 1200.0, 1200.0, 0, 0.0
 
3.28, 14.999999999987267, 0.02491903305053711, 1200.0, 1400.0, 0, 64.0
 
3.29, 14.999999999987267, 0.026647090911865234, 300.0, 1400.0, 0, 1064.0
 
3.30, 14.999999999987267, 0.027373075485229492, 1000.0, 1100.0, 0, 64.0
 
3.32, 14.999999999987267, 0.027698040008544922, 1000.0, 1100.0, 0, 1000.0
 
3.33, 14.999999999993634, 0.02875375747680664, 500.0, 1500.0, 0, 0.0
 
3.34, 14.999999999993634, 0.026870012283325195, 700.0, 1500.0, 0, 1000.0
 
3.35, 14.999999999993634, 0.02867603302001953, 800.0, 1300.0, 0, 0.0
 
3.37, 14.999999999993634, 0.024087905883789062, 600.0, 1600.0, 0, 1000.0
 
3.38, 14.999999999993634, 0.025761842727661133, 900.0, 1200.0, 0, 0.0
 
3.39, 14.999999999996817, 0.0276029109954834, 0.0, 1200.0, 0, 2000.0
 
3.40, 14.999999999996817, 0.027164220809936523, 1300.0, 1500.0, 0, 1064.0
 
3.42, 14.999999999996817, 0.027164220809936523, 200.0, 1200.0, 0, 0.0
 
3.43, 14.999999999996817, 0.028091907501220703, 800.0, 1200.0, 0, 2000.0
 
3.44, 14.999999999998408, 0.026079177856445312, 700.0, 1500.0, 0, 0.0
 
3.45, 14.999999999998408, 0.028657197952270508, 0.0, 1400.0, 0, 7000.0
 
3.46, 14.999999999998408, 0.030736923217773438, 1400.0, 700.0, 0, 2064.0
 
3.48, 14.999999999998408, 0.030736923217773438, 100.0, 1100.0, 0, 0.0
 
3.49, 14.999999999998408, 0.03476095199584961, 0.0, 1400.0, 0, 6000.0
 
3.50, 14.999999999999204, 0.039756059646606445, 1300.0, 700.0, 0, 64.0
 
3.51, 14.999999999999204, 0.029186725616455078, 200.0, 1300.0, 0, 0.0
 
3.53, 14.999999999999204, 0.031620025634765625, 400.0, 1300.0, 0, 3128.0
 
3.54, 14.999999999999204, 0.031620025634765625, 1100.0, 1000.0, 0, 64.0
 
3.55, 14.999999999999602, 0.030521631240844727, 1000.0, 1300.0, 0, 3000.0
 
3.56, 14.999999999999602, 0.03313803672790527, 500.0, 1200.0, 0, 0.0
 
3.57, 14.999999999999602, 0.029186010360717773, 500.0, 1200.0, 0, 1000.0
 
3.59, 14.999999999999602, 0.028227806091308594, 1000.0, 1000.0, 0, 1128.0
 
3.60, 14.999999999999801, 0.04120612144470215, 1000.0, 1400.0, 0, 0.0
 
3.61, 14.999999999999801, 0.02783489227294922, 1000.0, 1400.0, 0, 2064.0
 
3.62, 14.999999999999801, 0.026814937591552734, 400.0, 1100.0, 0, 0.0
 
3.64, 14.999999999999801, 0.028780698776245117, 400.0, 1100.0, 0, 5000.0
 
3.65, 14.9999999999999, 0.03372502326965332, 1000.0, 1400.0, 0, 2128.0
 
3.67, 14.9999999999999, 0.04761695861816406, 100.0, 900.0, 0, 0.0
 
3.68, 14.9999999999999, 0.03392505645751953, 300.0, 900.0, 0, 2064.0
 
3.69, 14.9999999999999, 0.038474082946777344, 1100.0, 1300.0, 0, 0.0
 
3.70, 14.9999999999999, 0.0276491641998291, 200.0, 1200.0, 0, 2000.0
 
3.71, 14.99999999999995, 0.028027057647705078, 1000.0, 1300.0, 0, 1064.0
 
3.72, 14.99999999999995, 0.03909492492675781, 400.0, 1300.0, 0, 64.0
 
3.73, 14.99999999999995, 0.027737140655517578, 700.0, 1300.0, 0, 2000.0
 
3.75, 14.99999999999995, 0.0282900333404541, 800.0, 1300.0, 0, 0.0
 
3.76, 14.99999999999995, 0.029265880584716797, 500.0, 1300.0, 0, 2000.0
 
3.77, 14.999999999999975, 0.031021833419799805, 900.0, 1300.0, 0, 64.0
 
3.78, 14.999999999999975, 0.02752828598022461, 200.0, 1100.0, 0, 1000.0
 
3.79, 14.999999999999975, 0.029333114624023438, 900.0, 1400.0, 0, 1000.0
 
3.80, 14.999999999999975, 0.036789894104003906, 500.0, 1200.0, 0, 64.0
 
3.82, 14.999999999999975, 0.02803802490234375, 700.0, 1400.0, 0, 1000.0
 
3.83, 14.999999999999988, 0.02753615379333496, 800.0, 1300.0, 0, 64.0
 
3.84, 14.999999999999988, 0.02657008171081543, 100.0, 1600.0, 0, 3064.0
 
3.85, 14.999999999999988, 0.030818939208984375, 1000.0, 1600.0, 0, 64.0
 
3.86, 14.999999999999988, 0.03901100158691406, 400.0, 700.0, 0, 0.0
 
3.87, 14.999999999999993, 0.0286409854888916, 1000.0, 1500.0, 0, 2000.0
 
3.89, 14.999999999999993, 0.0315089225769043, 400.0, 1500.0, 0, 1128.0
 
3.90, 14.999999999999993, 0.030747175216674805, 400.0, 1300.0, 0, 64.0
 
3.91, 14.999999999999993, 0.03711104393005371, 800.0, 1100.0, 0, 0.0
 
3.92, 14.999999999999993, 0.027106046676635742, 700.0, 1300.0, 0, 0.0
 
3.93, 14.999999999999996, 0.03220725059509277, 800.0, 1400.0, 0, 0.0
 
3.95, 14.999999999999996, 0.032549142837524414, 400.0, 1300.0, 0, 64.0
 
3.96, 14.999999999999996, 0.03086113929748535, 1000.0, 1400.0, 0, 0.0
 
3.97, 14.999999999999996, 0.02795696258544922, 500.0, 1400.0, 0, 1128.0
 
3.98, 14.999999999999998, 0.027543067932128906, 600.0, 1000.0, 0, 64.0
 
3.99, 14.999999999999998, 0.030506134033203125, 600.0, 1400.0, 0, 0.0
 
4.01, 14.999999999999998, 0.029738187789916992, 800.0, 1400.0, 0, 3064.0
 
4.02, 14.999999999999998, 0.03239727020263672, 800.0, 1400.0, 0, 128.0
 
4.03, 14.999999999999998, 0.026563167572021484, 400.0, 1200.0, 0, 2064.0
 
4.04, 15.0, 0.02549123764038086, 400.0, 1200.0, 0, 0.0
 
4.05, 15.0, 0.027415037155151367, 1000.0, 1500.0, 0, 0.0
 
4.07, 15.0, 0.023674726486206055, 500.0, 1200.0, 0, 64.0
 
4.08, 15.0, 0.02527618408203125, 600.0, 1500.0, 0, 0.0
 
